Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Relaxin signaling pathway	16/129	0.7976270405958129	0.9999946162357366	0	0	0.8256098711049322	0.18668208121873445	MAP2K2;TGFB1;ATF6B;NOS3;ARRB2;GNG11;MAPK12;MAPK10;CREB3;GNA15;CREB1;COL4A3;GRB2;SOS1;HRAS;SOS2
Gastric acid secretion	9/76	0.7996185830905707	0.9999946162357366	0	0	0.7834899576193108	0.17520436603609355	CA2;ITPR1;ITPR2;ITPR3;CALM3;EZR;ACTB;MYLK3;MYLK
Amphetamine addiction	8/69	0.8095580055153568	0.9999946162357366	0	0	0.7649448962273164	0.1616075005253001	CREB3;HDAC2;CREB1;ATF6B;FOSB;CALM3;SLC18A1;PPP1CA
Progesterone-mediated oocyte maturation	12/100	0.8105788777345692	0.9999946162357366	0	0	0.7951970789251943	0.16699665292314855	MAD2L2;MAPK10;RPS6KA3;HSP90AA1;HSP90AB1;CDC26;SPDYE2;SPDYE16;BRAF;MAD1L1;MAPK12;ANAPC11
Viral protein interaction with cytokine and cytokine receptor	12/100	0.8105788777345692	0.9999946162357366	0	0	0.7951970789251943	0.16699665292314855	IL18RAP;CXCR2;XCL2;TNFRSF10B;TNFRSF14;PPBP;IL2RG;CCR10;CXCL5;PF4V1;TNFRSF1A;PF4
Arrhythmogenic right ventricular cardiomyopathy	9/77	0.8119794434046116	0.9999946162357366	0	0	0.7719226579520697	0.16077624815053115	CACNG6;SGCD;ITGB5;LAMA2;ITGA10;ITGA2B;LMNA;ATP2A2;ACTB
Linoleic acid metabolism	3/29	0.8178097898787319	0.9999946162357366	0	0	0.67323487600695	0.13540470114148215	PLA2G12A;PLA2G4B;PLAAT3
Taurine and hypotaurine metabolism	1/11	0.8244358718271608	0.9999946162357366	0	0	0.5836183310533516	0.11267097281738268	GGT1
Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.8244358718271608	0.9999946162357366	0	0	0.5836183310533516	0.11267097281738268	VKORC1
Dopaminergic synapse	16/132	0.825820104566018	0.9999946162357366	0	0	0.8041156458553123	0.15389030160129544	GSK3B;ATF6B;ITPR1;ITPR2;ITPR3;ARRB2;COMT;GNG11;MAPK12;PPP1CA;PPP2CA;MAPK10;CREB3;CREB1;CALM3;SLC18A1
PI3K-Akt signaling pathway	46/354	0.8290984714982507	0.9999946162357366	0	0	0.8698028265586446	0.1630152687371152	YWHAE;GSK3B;PRKAA1;HSP90AB1;ITGB5;ATF6B;LAMA2;YWHAB;ITGA2B;PDGFA;IL2RG;PIK3R5;PPP2CA;STK11;EIF4EBP1;RAC1;HRAS;PCK2;YWHAH;HSP90AA1;MAP2K2;PDPK1;BAD;NOS3;RPS6;FN1;TSC1;GNG11;PRLR;MTOR;CREB3;CREB1;CDK4;CDC37;ITGA10;KIT;COL4A3;GRB2;PKN2;COL9A2;PKN1;IL7R;SOS1;SOS2;TLR2;BCL2L1
Amoebiasis	12/102	0.831128026164671	0.9999946162357366	0	0	0.7774344890719762	0.14380317167812193	GNA15;TGFB1;LAMA2;PRDX1;COL4A3;FN1;HSPB1;SERPINB9;CD14;CD1C;SERPINB6;TLR2
Hippo signaling pathway	20/163	0.8326498872268017	0.9999946162357366	0	0	0.8151848151848152	0.149294600750529	YWHAE;GSK3B;SMAD4;WNT10A;TGFB1;WNT5B;YWHAB;LIMD1;ACTB;BMP6;NKD1;BBC3;PPP1CA;LATS1;PPP2CA;DLG1;PARD6A;APC;DLG5;YWHAH
Pantothenate and CoA biosynthesis	2/21	0.8340128943907451	0.9999946162357366	0	0	0.6142211498640546	0.11148507944662783	PANK3;BCAT2
Gastric cancer	18/149	0.8412427138927192	0.9999946162357366	0	0	0.800888615791837	0.1384536667951236	GSK3B;SMAD4;WNT10A;MAP2K2;TGFB1;WNT5B;GAB1;BRAF;MTOR;FRAT1;FRAT2;APC;E2F1;BAX;GRB2;SOS1;HRAS;SOS2
Arginine biosynthesis	2/22	0.8530262606364576	0.9999946162357366	0	0	0.5834758809442354	0.09275221176372815	ACY1;NOS3
Morphine addiction	10/91	0.8740704745315937	0.9999946162357366	0	0	0.7197340279101285	0.09687207759351685	GABRB2;GRK3;PDE1B;PDE2A;ARRB2;OPRM1;PDE8B;PDE7A;PDE8A;GNG11
Chemokine signaling pathway	23/192	0.8758008706271858	0.9999946162357366	0	0	0.792838238472549	0.10514345645118207	GSK3B;ROCK1;ROCK2;BAD;BRAF;PPBP;ARRB2;GNG11;CXCL5;PIK3R5;GRK3;CXCR2;XCL2;GRB2;RAC1;DOCK2;SOS1;HRAS;SOS2;CCR10;PF4V1;NFKBIB;PF4
AGE-RAGE signaling pathway in diabetic complications	11/100	0.8822522891737066	0.9999946162357366	0	0	0.7204506720751429	0.09025605859147527	MAPK10;SMAD4;TGFB1;CDK4;NOS3;COL4A3;FN1;BAX;RAC1;HRAS;MAPK12
Ovarian steroidogenesis	5/51	0.8848111690234244	0.9999946162357366	0	0	0.633896664681358	0.07757692361569764	PLA2G4B;ALOX5;ACOT2;LDLR;BMP6
Vitamin digestion and absorption	2/24	0.8852068824940437	0.9999946162357366	0	0	0.5303704164463658	0.06467013107481308	ABCC1;SLC19A2
Ras signaling pathway	28/232	0.8874309233481527	0.9999946162357366	0	0	0.7993191063101112	0.09545835935494337	PDGFA;RASGRP1;RRAS;RAC1;HRAS;PLA2G12A;MAP2K2;KSR1;BAD;PLA2G4B;GAB1;PLAAT3;GNG11;MAPK10;RASA1;KIT;RASA2;REL;CALM3;GRB2;RIN1;RGL1;RAPGEF5;SOS1;SOS2;LAT;ARF6;BCL2L1
Pentose and glucuronate interconversions	3/34	0.8924659513740313	0.9999946162357366	0	0	0.5644830098695105	0.06421949104139203	DCXR;AKR1A1;AKR1B1
Chagas disease	11/102	0.8968132925630814	0.9999946162357366	0	0	0.7045336269770037	0.0767290559486945	PPP2CA;MAPK10;GNA15;TGFB1;CASP8;TRAF6;IRAK4;CD247;MAPK12;TNFRSF1A;TLR2
Axon guidance	21/182	0.9046341437067238	0.9999946162357366	0	0	0.759701760689903	0.07614086442877241	EPHA4;NTNG2;GSK3B;WNT5B;ROCK1;SEMA3C;PDPK1;ROCK2;ILK;SSH2;EFNB1;PARD6A;RRAS;CDK5;ABLIM3;RASA1;PLXNC1;RAC1;LRIG2;MYL9;HRAS
Glycosphingolipid biosynthesis	4/45	0.9115944105705182	0.9999946162357366	0	0	0.5689331251409057	0.05266051439745062	FUT7;GLA;ST6GALNAC4;ST3GAL2
Mucin type O-glycan biosynthesis	3/36	0.9136823525034004	0.9999946162357366	0	0	0.5302096944807417	0.04786325045177185	ST6GALNAC4;GALNT10;ST3GAL2
Basal cell carcinoma	6/63	0.9145238082572892	0.9999946162357366	0	0	0.6136925046429023	0.05483451601194543	GSK3B;WNT10A;WNT5B;APC;BAX;GLI3
Pathways in cancer	67/531	0.919720902911863	0.9999946162357366	0	0	0.8392481178060375	0.0702324966683746	GSK3B;HSP90AB1;ITGA2B;KEAP1;GLI3;BBC3;FRAT1;FRAT2;CASP8;EP300;ELOB;RAC1;HRAS;APPL1;SKP1;HSP90AA1;MAP2K2;APAF1;WNT5B;GSTO1;TPM3;NCOA3;DAPK3;MITF;RBX1;EML4;TRAF6;TRAF5;KIT;COL4A3;SOS1;SOS2;NOTCH2;CEBPA;HDAC2;ROCK1;LAMA2;MAX;ROCK2;GSTP1;PDGFA;IL2RG;CBL;RASGRP1;TPR;E2F1;HMOX1;CREBBP;WNT10A;EGLN3;SMAD4;EGLN2;TGFB1;BAD;FN1;BRAF;GNG11;MTOR;MAPK10;APC;CDK4;BAX;CALM3;GRB2;IL7R;BCL2L1;F2RL3
GnRH secretion	6/64	0.9216711167927061	0.9999946162357366	0	0	0.6030761597618457	0.04919100780144158	MAP2K2;ITPR1;ITPR2;ITPR3;ARRB2;HRAS
Carbohydrate digestion and absorption	4/47	0.9278009475480736	0.9999946162357366	0	0	0.542407426574206	0.04064696319531101	HK3;SLC2A5;TAS1R3;HK1
Phototransduction	2/28	0.9308809497612548	0.9999946162357366	0	0	0.4486697018342588	0.03213546640596461	SLC24A1;CALM3
Phenylalanine metabolism	1/17	0.9320600462427914	0.9999946162357366	0	0	0.3646332079343365	0.02565487749107089	MIF
Glycine, serine and threonine metabolism	3/40	0.9450927406688799	0.9999946162357366	0	0	0.47277873355902106	0.026698863721347003	GAMT;ALAS2;SDSL
Renin secretion	6/69	0.9500757368467002	0.9999946162357366	0	0	0.5550498376808757	0.02842608625143278	CREB1;PDE1B;ITPR1;ITPR2;ITPR3;CALM3
Glycosaminoglycan degradation	1/19	0.9504936468352149	0.9999946162357366	0	0	0.32408040735674115	0.0164547941435262	HGSNAT
Serotonergic synapse	11/113	0.9526624730097295	0.9999946162357366	0	0	0.6281474154521108	0.03046176468191457	GABRB2;PLA2G4B;ALOX5;ITPR1;ITPR2;ITPR3;BRAF;GNG11;HRAS;SLC18A1;PTGS1
One carbon pool by folate	1/20	0.9577405431986138	0.9999946162357366	0	0	0.30700554395564833	0.013255998793065554	MTR
Parathyroid hormone synthesis, secretion and action	10/106	0.9577939091794351	0.9999946162357366	0	0	0.6067395654659805	0.026164218087604114	MEF2A;CREB3;JUND;CREB1;ATF6B;ITPR1;ITPR2;ITPR3;BRAF;ARRB2
Inflammatory mediator regulation of TRP channels	9/98	0.9598640581123717	0.9999946162357366	0	0	0.5890553474823138	0.02412983392341215	MAPK10;PLA2G4B;ITPR1;ITPR2;ITPR3;CALM3;TRPV1;MAPK12;PPP1CA
Rap1 signaling pathway	22/210	0.9692586809259458	0.9999946162357366	0	0	0.6807228032629489	0.021254715999440118	VASP;MAP2K2;ITGA2B;PDGFA;BRAF;ACTB;MAPK12;PARD6A;RRAS;ADORA2A;KIT;KRIT1;RAPGEF2;CALM3;RAC1;PFN1;RAPGEF5;HRAS;RAPGEF6;SKAP1;LAT;F2RL3
Renin-angiotensin system	1/23	0.9737158117334623	0.9999946162357366	0	0	0.2650945156075115	0.007061002461566354	PRCP
Staphylococcus aureus infection	8/95	0.9757073428812552	0.9999946162357366	0	0	0.5355210636025833	0.013169850563713385	CFD;SELP;C5;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DOA;HLA-DPA1
Glutamatergic synapse	10/114	0.9779197804591538	0.9999946162357366	0	0	0.5598034041430268	0.012499086853039968	GRK3;HOMER2;PLA2G4B;ITPR1;ITPR2;HOMER3;ITPR3;SLC1A7;SLC38A2;GNG11
Circadian entrainment	8/97	0.9797081370757957	0.9999946162357366	0	0	0.5234252522023165	0.010730516538067966	PER2;PER1;CREB1;PER3;ITPR1;ITPR3;CALM3;GNG11
GABAergic synapse	7/89	0.9819236820267807	0.9999946162357366	0	0	0.49712883866330093	0.009068470425843952	GABRB2;GABARAPL2;SLC38A2;GNG11;GABARAP;SLC38A5;TRAK2
Signaling pathways regulating pluripotency of stem cells	13/143	0.9822744009875777	0.9999946162357366	0	0	0.5819024725274725	0.010407080693809242	GSK3B;SMAD4;WNT10A;MAP2K2;RIF1;WNT5B;SMAD5;MAPK12;REST;APC;GRB2;SKIL;HRAS
JAK-STAT signaling pathway	15/162	0.9844799557857221	0.9999946162357366	0	0	0.5935900133249176	0.009284781190003338	CREBBP;PDGFA;STAM;IL2RG;PRLR;MTOR;PIAS1;SOCS2;EP300;GRB2;IL7R;SOS1;HRAS;SOS2;BCL2L1
Chemical carcinogenesis	24/239	0.9860000809524146	0.9999946162357366	0	0	0.6487578461316467	0.00914673454900748	NOTCH2;CBR1;HSP90AA1;MAP2K2;HSP90AB1;ATF6B;GSTO1;BAD;GSTP1;PTGES3;AIP;AHR;ARRB2;MTOR;RPS6KA3;CREB3;CREB1;KLF5;EIF4EBP1;E2F1;GRB2;SOS1;HRAS;SOS2
Pancreatic secretion	8/102	0.9872009886829005	0.9999946162357366	0	0	0.49543760348361404	0.006382041086727928	PLA2G12A;CA2;ITPR1;ITPR2;ATP2A2;ITPR3;RAB27B;RAC1
cAMP signaling pathway	21/216	0.9876312678542898	0.9999946162357366	0	0	0.6259800805255351	0.007790861426859963	CREBBP;MAP2K2;PPP1R12A;ROCK1;ROCK2;BAD;ATP2A2;BRAF;GLI3;PPP1CA;MAPK10;POMC;CREB3;CREB1;RRAS;ADORA2A;EP300;CALM3;RAC1;ACOX3;MYL9
Protein digestion and absorption	8/103	0.9883488729716761	0.9999946162357366	0	0	0.490193601934215	0.005744840225539889	COL26A1;SLC7A7;SLC7A8;COL4A3;PRCP;SLC1A5;COL9A2;SLC38A2
Endocrine and other factor-regulated calcium reabsorption	3/53	0.9884881470191984	0.9999946162357366	0	0	0.3495893223819302	0.004047764478642774	CLTB;AP2S1;CLTA
Complement and coagulation cascades	6/85	0.9896361237492167	0.9999946162357366	0	0	0.4422183771969766	0.004607011235920732	CFD;C5;CD59;A2M;CLU;F2RL3
Adrenergic signaling in cardiomyocytes	13/150	0.9898376311064466	0.9999946162357366	0	0	0.5519421272158499	0.00563773464153125	ATF6B;TPM3;TPM1;ATP2A2;MAPK12;PIK3R5;PPP1CA;CACNG6;PPP2CA;CREB3;CREB1;CALM3;SCN1B
Metabolism of xenobiotics by cytochrome P450	5/76	0.9906953757585215	0.9999946162357366	0	0	0.4100906810727378	0.003833602595749073	CBR1;AKR7A2;GSTO1;GSTP1;CBR3
Aminoacyl-tRNA biosynthesis	4/66	0.9911134515345262	0.9999946162357366	0	0	0.3757661428366335	0.0033541897973062866	QARS1;TARS3;IARS1;FARSA
Ascorbate and aldarate metabolism	1/30	0.9913221983938103	0.9999946162357366	0	0	0.20102363319024483	0.0017520562479829938	AKR1A1
Drug metabolism	8/108	0.9927778311073929	0.9999946162357366	0	0	0.46554679465203974	0.0033744577510630763	GSTO1;GSTP1;IMPDH2;NME2;NME3;UPP1;ITPA;TYMP
ABC transporters	2/45	0.9929644804074712	0.9999946162357366	0	0	0.2710181479683982	0.0019134926181785532	ABCC1;ABCC10
Retinol metabolism	4/68	0.99297291793837	0.9999946162357366	0	0	0.3639806573091407	0.0025667509319039685	RDH11;ALDH1A1;DHRS3;DHRS4
Other types of O-glycan biosynthesis	2/47	0.9946729936261615	0.9999946162357366	0	0	0.25894248679058807	0.0013830753826484803	MFNG;GALNT10
Cholinergic synapse	8/113	0.9955818269288403	0.9999946162357366	0	0	0.4432473023491193	0.0019626822297342415	CREB3;CREB1;ITPR1;ITPR2;ITPR3;GNG11;HRAS;PIK3R5
Taste transduction	5/86	0.9969773280105413	0.9999946162357366	0	0	0.35925080331473025	0.0010875418107394658	PDE1B;SCN9A;ITPR3;SCN2A;TAS1R3
Alanine, aspartate and glutamate metabolism	1/37	0.9971350032220525	0.9999946162357366	0	0	0.16186920504635963	4.644203504379558E-4	CAD
Aldosterone-regulated sodium reabsorption	1/37	0.9971350032220525	0.9999946162357366	0	0	0.16186920504635963	4.644203504379558E-4	PDPK1
Nicotine addiction	1/40	0.9982178711773465	0.9999946162357366	0	0	0.14939142025325336	2.664722704361223E-4	GABRB2
Regulation of lipolysis in adipocytes	2/55	0.9982719335042208	0.9999946162357366	0	0	0.2197535486286382	3.800772387492437E-4	PLAAT3;PTGS1
Salivary secretion	5/93	0.9986620570856213	0.9999946162357366	0	0	0.33053782689912825	4.4253685401723236E-4	CST3;ITPR1;ITPR2;ITPR3;CALM3
Calcium signaling pathway	20/240	0.9989011482100105	0.9999946162357366	0	0	0.527460491315913	5.799195862542171E-4	CAMK1D;PDE1B;NOS3;SPHK1;ITPR1;PDGFA;ITPR2;ATP2A2;ITPR3;MCOLN1;PHKA2;MCOLN2;MYLK3;MYLK;P2RX7;GNA15;ADORA2A;CALM3;CAMK1;SLC25A6
Insulin secretion	4/86	0.9992188590238288	0.9999946162357366	0	0	0.28378186554888485	2.2176026777113414E-4	CREB3;CREB1;ATF6B;ITPR3
Steroid hormone biosynthesis	2/61	0.9992649436367975	0.9999946162357366	0	0	0.19733614756142112	1.451065282292635E-4	HSD17B12;COMT
MicroRNAs in cancer	25/310	0.999850104174156	0.9999946162357366	0	0	0.5078644888082274	7.613247307928166E-5	NOTCH2;HDAC2;ROCK1;PDGFA;E2F1;HMOX1;EP300;BMF;HRAS;TP63;CREBBP;ABCC1;MAP2K2;TPM1;DICER1;MTOR;MARCKS;APC;ATM;GRB2;MDM4;EZR;SOS1;SOS2;EZH2
Bile secretion	3/90	0.9999102265660421	0.9999946162357366	0	0	0.20047676367155232	1.7998295400038614E-5	CA2;LDLR;SLC27A5
Cytokine-cytokine receptor interaction	22/295	0.9999455702603609	0.9999946162357366	0	0	0.4664165780252587	2.5387623832417902E-5	TGFB1;TNFRSF13B;TNFSF13;TNFRSF10B;PPBP;IL2RG;IL17RC;PRLR;BMP6;CXCL5;TNFRSF1A;IL18RAP;TNFSF4;CXCR2;XCL2;TNFRSF14;LTB;IL7R;TNFRSF4;CCR10;PF4V1;PF4
Olfactory transduction	10/440	0.9999942165747924	0.9999946162357366	0	0	0.13279348996768917	7.680034381354333E-7	GRK3;OR1D2;OR2W3;PDE1B;OR5AS1;PDE2A;OR2AT4;CALM3;ARRB2;OR5A2
Neuroactive ligand-receptor interaction	15/341	0.9999946162357366	0.9999946162357366	0	0	0.2648314464613244	1.4257939153556855E-6	GABRB2;PTGIR;TRPV1;OPRM1;PRLR;LTB4R;P2RX7;POMC;C5;ADORA2A;TSPO;TAC4;S1PR5;S1PR4;F2RL3
